Symbol,open,52_wk_low,52_wk_hi,volume,avg_volume,market_cap,PE_ratio,EPS_ratio,target
IDXX,520.0,168.65,573.99,102691.0,449608.0,43461000000.0,75.82,6.71,N/A
ILMN,421.06,196.78,555.77,363672.0,1104095.0,60543000000.0,93.25,4.45,N/A
INCY,81.38,62.48,110.37,264528.0,1232763.0,17684000000.0,,-1.36,N/A
INTC,64.15,43.61,65.73,15668648.0,37822945.0,264257999999.99997,13.17,4.94,N/A
INTU,400.51,187.68,423.74,422680.0,1378965.0,108304000000.0,60.35,6.55,N/A
ISRG,740.41,360.5,826.81,150741.0,597628.0,85817000000.0,82.19,8.82,N/A
JD,85.13,35.55,108.29,5899397.0,11204251.0,141118000000.0,585.92,0.15,N/A
KDP,33.68,18.98,34.17,2300418.0,4677428.0,47903000000.0,36.6,0.93,N/A
KLAC,299.72,110.19,342.21,580271.0,1215798.0,46574000000.0,34.57,8.74,N/A
KHC,38.63,20.67,39.71,2583181.0,7205843.0,47264000000.0,133.24,0.29,N/A
LRCX,542.51,181.38,603.6,707859.0,1597366.0,78830000000.0,27.39,20.14,N/A
LULU,315.55,128.85,399.9,439532.0,1491368.0,40423000000.0,72.79,4.26,N/A
MAR,153.56,46.56,159.98,741954.0,2567243.0,48938000000.0,,-0.82,N/A
MRVL,48.73,16.45,55.7,3452118.0,10851496.0,32839000000.0,,-0.41,N/A
MTCH,155.72,35.58,174.68,625014.0,2849551.0,41685000000.0,317.58,0.49,N/A
MXIM,89.91,41.93,98.44,446757.0,1994446.0,24341000000.0,33.86,2.68,N/A
MELI,1600.8,422.22,2020.0,199509.0,589206.0,78020000000.0,,-0.08,N/A
MCHP,150.78,53.15,166.67,743070.0,2174078.0,41009000000.0,121.07,1.26,N/A
MU,90.75,31.13,95.75,17525708.0,18569820.0,103555000000.0,34.92,2.65,N/A
MSFT,236.28,132.52,246.13,13145519.0,29676511.0,1806000000000.0,35.71,6.71,N/A
MRNA,148.5,24.36,189.26,10207562.0,15882886.0,62121000000.0,,-1.96,N/A
MDLZ,57.28,41.19,60.0,3086153.0,7573283.0,83132000000.0,23.49,2.47,N/A
MNST,90.05,50.06,95.11,955629.0,2032903.0,47263000000.0,33.9,2.64,N/A
NTES,107.9,53.17,134.33,721661.0,2601290.0,74598000000.0,16.33,6.67,N/A
NFLX,524.47,290.25,593.29,1846123.0,4695676.0,233463000000.0,86.7,6.08,N/A
NVDA,534.26,180.68,614.9,3883701.0,8130276.0,330550000000.0,77.27,6.9,N/A
NXPI,201.1,58.41,206.15,3641069.0,2840191.0,56701000000.0,1137.17,0.18,N/A
ORLY,484.2,251.52,496.61,117708.0,646591.0,33927000000.0,20.54,23.53,N/A
OKTA,230.99,96.27,294.0,869267.0,1714748.0,29660000000.0,,-2.09,N/A
PCAR,99.0,49.11,103.19,428893.0,1874075.0,33476000000.0,25.8,3.74,N/A
PAYX,97.88,47.87,99.95,564438.0,1838826.0,35284000000.0,33.39,2.93,N/A
PYPL,253.42,82.07,309.14,3718772.0,9747663.0,295243000000.0,71.21,3.54,N/A
PTON,113.61,21.78,171.09,2579391.0,9186800.0,32180000000.0,,-2.11,N/A
PEP,133.08,101.42,148.77,2228904.0,5101596.0,184212000000.0,26.08,5.12,N/A
PDD,166.8,31.0,212.6,7850661.0,7947288.0,199953000000.0,,-2.09,N/A
QCOM,132.89,58.0,167.94,5728057.0,9976965.0,152360000000.0,22.93,5.85,N/A
REGN,485.0,424.01,664.64,312951.0,1012760.0,52174000000.0,15.96,30.52,N/A
ROST,124.2,56.3,127.08,686336.0,2061320.0,43770000000.0,511.62,0.24,N/A
SGEN,152.45,91.75,213.94,240555.0,1168198.0,27300000000.0,44.72,3.37,N/A
SIRI,6.28,4.11,8.14,14948502.0,29296653.0,26268000000.0,211.5,0.03,N/A
SWKS,180.95,69.31,195.82,770380.0,2395623.0,30040000000.0,28.8,6.33,N/A
SPLK,140.0,95.0,225.89,1001451.0,2374480.0,22651000000.0,,-5.68,N/A
SBUX,110.57,50.02,112.34,7140422.0,5960563.0,131021999999.99998,195.93,0.57,N/A
SNPS,239.75,104.9,300.91,372214.0,894356.0,36062000000.0,51.17,4.62,N/A
TMUS,125.8,63.5,135.54,2025320.0,4641753.0,159426000000.0,48.46,2.65,N/A
TSLA,703.35,70.1,900.4,15786973.0,39599031.0,667732000000.0,1086.97,0.64,N/A
TXN,176.25,94.15,181.8,1399787.0,4560310.0,164609000000.0,29.88,5.97,N/A
TCOM,44.19,20.1,45.08,2676283.0,4662953.0,26403000000.0,,,N/A
VRSN,192.2,148.77,221.3,207030.0,625280.0,21710000000.0,27.15,7.07,N/A
VRSK,177.52,116.61,210.66,274141.0,1034993.0,28218000000.0,40.22,4.31,N/A
VRTX,220.63,197.47,306.08,757638.0,2016188.0,56767000000.0,21.22,10.29,N/A
WBA,55.0,33.36,56.11,2962476.0,6544325.0,48192000000.0,,-0.8,N/A
WDAY,256.67,107.75,282.77,745246.0,2166076.0,62621000000.0,,-1.19,Overvalued
XEL,62.98,46.58,76.44,1186719.0,2712115.0,34082000000.0,22.72,2.79,Overvalued
XLNX,130.06,68.02,154.93,952228.0,2610876.0,32235999999.999996,52.49,2.5,Overvalued
ZM,351.99,102.0,588.84,1279427.0,5987744.0,100538000000.0,153.08,2.25,Overvalued
